0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0273834,0,1,0,0,0,0,0.054321,0,0,0.0515672,1,1,0,0.0661841,0,0,0,0,0,0,0,1,0,1,0.328395,0,0,0,0,0,0,0,0,0,0.533618,0,0,1,0,0,0,0,0,0.0959596,0.599787,0,0,0,1,0,0,0,0.602469,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.800427,0,0,0,1,0,0,0,0,0,0,1,0.533618,0,0.800427,0,0.465432,0,0,0,0,0,0,0,1,0,0,0,0.0242424,0,1,0,0.334045,0,0,0.733191,0.800427,1,1,0,0.866596,0,0,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0446247,0,0,0,0,0,0,0.411111,0,0,0.601618,0,0,0,0.176836,0,0,0,0,1,0,0,0,0,0,0.260494,0,1,0,0,0,0,1,0,0,0.533618,0,1,0,0,0,0,0,1,0.165657,0.599787,0,0,1,0,0,1,1,0.232099,1,0,0,0,0,0,1,0,0,1,0.232099,0,0,1,0,0,0,0,0,0,0.599787,0,0,0,0,0,0,0,1,0,0,1,0.733191,0,0.800427,0,0.0135802,0,0,0,0,0,0,0,0,0,0,0,0.020202,0,1,1,0.800427,0,0,0.599787,0.599787,0,0,1,0.334045,0,0,0,-1
0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.136917,0,0,0,0,1,1,0.411111,0,0,0.500506,0,0,0,0.104447,1,0,0,0,1,1,0,0,0,0,0.274074,0,0,0,0,0,0,1,0,0,0.866596,1,0,1,0,0,0,0,1,0.133333,0.733191,0,1,0,0,0,1,0,0.287654,1,0,0,0,0,0,1,1,0,1,0.150617,0,0,0,0,0,0,0,0,0,0.467449,0,0,0,0,0,0,0,0,0,0,0,0.533618,0,0.733191,0,0.260494,0,0,0,0,0,0,0,1,0,0,0,0.155556,0,1,0,0.533618,0,0,0.667022,0.667022,1,0,0,0.533618,0,0,0,-1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.21501,0,0,0,1,0,1,0.287654,0,0,0.398382,0,0,0,0.168563,0,0,0,1,1,1,0,0,0,0,0.260494,0,1,0,0,0,0,1,0,0,0.800427,0,0,0,0,0,0,0,0,0.221212,0.533618,0,1,0,0,0,1,0,0.218519,1,0,0,0,0,1,0,1,0,1,0.534568,0,0,0,1,0,0,0,0,0,0.533618,0,0,0,0,0,0,0,0,0,0,0,0.800427,0,0.800427,0,0.191358,0,1,0,0,0,0,0,1,0,0,0,0.107071,0,0,0,0.533618,0,0,0.599787,0.800427,1,0,1,0.533618,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0689655,0,0,0,0,0,0,0.287654,0,0,0.398382,0,0,0,0.0465357,0,0,0,0,0,0,0,0,1,1,0.123457,0,0,0,0,0,0,0,0,0,0.266809,0,1,0,0,0,0,0,1,0.0151515,0.20064,0,1,0,0,0,0,0,0.0950617,1,0,0,1,0,1,0,0,0,0,0.355556,0,0,0,0,0,0,0,0,0,0.533618,0,0,0,0,0,0,0,0,0,0,0,0.533618,0,0.400213,0,0.301235,0,0,1,0,0,0,0,1,0,0,0,0.0676768,0,1,1,0.599787,0,0,0,0.533618,1,0,0,0.800427,0,0,0,-1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.144016,0,0,0,1,0,0,0.260494,0,0.506711,0.194135,0,1,0,0.125129,0,0,0,0,0,0,0,0,1,0,0.369136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0949495,1,0,1,0,0,0,0,0,0.274074,1,0,0,0,0,0,0,1,0,0,0.054321,0,0,0,0,0,0,0,0,0,0.933831,0,0,0,0,0,0,0,0,0,0,1,0.599787,0,0.599787,0,0.301235,0,1,1,1,0,0,0,1,0,0,0,0.0666667,0,0,0,0.599787,0,0,0.533618,0.800427,1,0,0,0.533618,0,0,0,-1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0709939,0,0,0.0730731,0,0,1,0.0407407,0,0,0.296259,1,0,0,0.120993,0,0,0,0,0,0,0,1,0,1,0.150617,0,0,0,0,0,0,0,0,0,0.334045,0,1,0,0,0,0,0,0,0.0747475,0.467449,0,1,0,0,0,0,0,0.177778,0,0,1,0,0,1,0,0,0,0,0.451852,0,0,0,0,0,0,1,0,1,0.866596,0,0,0,0,0,0,0,0,0,0,0,0.599787,0,0.533618,0,0.0950617,0,0,1,1,0,0,0,0,0,0,1,0.0646465,0,1,0,0.533618,0,0,0.533618,0.533618,1,0,1,0.467449,1,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.231237,1,0,0,0,0,0,0.123457,0,0,0.398382,0,0,0,0.0206825,0,0,0,0,0,0,0,0,1,0,0.479012,0,0,0,0,0,0,0,0,0,0.533618,0,1,0,0,0,0,0,0,0.105051,0.599787,0,1,0,0,0,1,0,0.204938,1,0,0,0,0,1,1,1,0,1,0.383951,0,0,0,0,1,0,0,0,0,0.533618,0,0,0,1,0,0,0,0,0,0,0,0.667022,0,0.533618,0,0.287654,0,1,0,0,0,0,0,1,0,0,0,0.207071,0,0,0,0.599787,0,0,0.800427,0.800427,1,0,0,0.866596,0,0,0,-1
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.102434,0,0,0,0,0,0,0.246914,0,0,0.296259,0,1,0,0.217166,0,0,0,0,1,0,0,0,1,0,0.246914,0,0,0.366366,0,0,0,1,0,1,0.599787,0,0,0,0,0,0,0,0,0.135354,0.667022,0,1,0,0,0,0,0,0.287654,1,0,0,0,0,0,0,1,0,1,0.054321,0,0,0,0,0,0,0,0,0,0.599787,0,0,0,0,0,0,0,0,1,1,1,0.800427,0,0.800427,0,0.465432,0,0,0,0,0,0,0,1,0,0,0,0.114141,0,1,0,0.599787,0,0,0.599787,0.533618,1,0,0,0.533618,0,0,0,-1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.224138,0,0,0,1,0,1,0.0950617,0,0,0.398382,0,0,0,0.138573,0,0,0,0,1,1,0,0,1,0,0.218519,0,0,0,0,0,0,1,0,0,0.599787,0,0,0,0,0,0,0,1,0.143434,0.733191,0,0,0,0,0,1,0,0.424691,1,0,0,0,0,0,0,1,0,1,0.451852,0,1,0,0,0,0,0,0,0,0.599787,0,0,0,0,0,0,0,0,0,0,0,0.599787,0,0.800427,0,0.534568,0,0,0,0,1,0,0,0,0,0,0,0.0707071,0,1,0,0.599787,0,1,0.599787,0.533618,0,0,0,0.533618,0,0,0,-1
